,Participant,Weight,State,Begin,End,Duration,User Agent,psid,pid,psid.1,pid.1,Q1,Q2,Q3,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q6,Q7,Q8,Q9,Q10.1.1,Q10.1.2,Q10.1.3,Q10.1.4,Q10.1.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q11.13,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,Q12.10,Q12.11,Q12.12,Q12.13,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q14,Q16,Q17,Q18,Q19,Q20,Q21.1.1,Q21.1.2,Q21.1.3,Q21.1.4,Q21.1.5,Q21.1.6,Q21.1.7,Q21.2.1,Q21.2.2,Q21.2.3,Q21.2.4,Q21.2.5,Q21.2.6,Q21.2.7,Q21.3.1,Q21.3.2,Q21.3.3,Q21.3.4,Q21.3.5,Q21.3.6,Q21.3.7,Q21.4.1,Q21.4.2,Q21.4.3,Q21.4.4,Q21.4.5,Q21.4.6,Q21.4.7,Q21.5.1,Q21.5.2,Q21.5.3,Q21.5.4,Q21.5.5,Q21.5.6,Q21.5.7,Q22.1.1,Q22.1.2,Q22.1.3,Q22.1.4,Q22.1.5,Q22.1.6,Q22.1.7,Q22.1.8,Q22.1.9,Q22.1.10,Q22.1.11,Q22.1.12,Q22.1.13,Q22.1.14,Q22.2.1,Q22.2.2,Q22.2.3,Q22.2.4,Q22.2.5,Q22.2.6,Q22.2.7,Q22.2.8,Q22.2.9,Q22.2.10,Q22.2.11,Q22.2.12,Q22.2.13,Q22.2.14,Q22.3.1,Q22.3.2,Q22.3.3,Q22.3.4,Q22.3.5,Q22.3.6,Q22.3.7,Q22.3.8,Q22.3.9,Q22.3.10,Q22.3.11,Q22.3.12,Q22.3.13,Q22.3.14,Q22.4.1,Q22.4.2,Q22.4.3,Q22.4.4,Q22.4.5,Q22.4.6,Q22.4.7,Q22.4.8,Q22.4.9,Q22.4.10,Q22.4.11,Q22.4.12,Q22.4.13,Q22.4.14,Q22.5.1,Q22.5.2,Q22.5.3,Q22.5.4,Q22.5.5,Q22.5.6,Q22.5.7,Q22.5.8,Q22.5.9,Q22.5.10,Q22.5.11,Q22.5.12,Q22.5.13,Q22.5.14,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7,Q23.8,Q24,Q25.1,Q25.2,Q25.3,Q25.4,Q25.5,Q25.6,Q25.7,Q25.8,Q26.1,Q26.2,Q26.3,Q26.4,Q26.5,Q26.6,Q26.7,Q26.8,Q27.1,Q27.2,Q27.3,Q27.4,Q27.5,Q27.6,Q28.1,Q28.2,Q28.3,Q28.4,Q28.5,Q29.1,Q29.2,Q29.3,Q31,Q32,Q33,Q34,CV1.1,CV1.2,CV1.3,CV2.1,CV2.2,CV2.3,CV2.4,CV3.1,CV6.1,CV6.2,M1,M7,M9
1884,6511,1,FINISHED,04.10.2022 - 22:39,04.10.2022 - 22:46,439,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",,,j2gWXOaj9WlmvOJaXxfrDg**,261050706.0,30,1,4,4,4,1,2,2,5,2,1,2,2,Adidas,Skechers,,,,1,1,1,0,0,1,1,1,0,0,0,1,0,1.0,0.0,1.0,,,1.0,0.0,1.0,,,,0.0,0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,,0.0,6.0,More expensive but attractive,Very well made,Out of my price range,Vintage and comfortable,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,5,5,5,2,1,5,5,5.0,,10.0,75.0,10.0,,,2.0,3.0,,15.0,50.0,5.0,,,2.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,3,1,3,2,1,0,0,0,0,1,0,1.0,1,1,1.0,3,2
1886,6514,1,FINISHED,04.10.2022 - 22:44,04.10.2022 - 22:51,455,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",,,j2gWXOaj9Wn0kwqS3ciGbg**,206145043.0,28,1,49,5,4,3,2,5,4,3,4,3,2,vans,nike,under armour,,,1,1,0,0,1,0,0,1,0,0,0,0,0,1.0,0.0,,,0.0,,,1.0,,,,,0,1.0,0.0,,,0.0,,,0.0,,,,,8.0,It is a great brand and of nice quality.,,A brand that stays on trend.,,A classic brand I have enjoyed for years.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,4,4,5,4,4,5,4,4,190.0,10.0,10.0,20.0,10.0,5.0,10.0,5.0,30.0,5.0,10.0,20.0,5.0,10.0,15.0,15.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0,20.0,,20.0,40.0,0.0,1.0,0.0,3,1,2,1,1,0,0,0,0,1,0,1.0,1,1,1.0,3,2
1888,6516,1,FINISHED,04.10.2022 - 22:45,04.10.2022 - 22:55,577,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",,,j2gWXOaj9Wm6L2EaL7Q9yQ**,269723719.0,29,2,24,3,5,3,3,3,5,2,3,3,2,nike,underarmour,,,,1,1,1,1,1,1,1,1,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,4.0,"nike shoes are pure quality, just wish they made wider shoes ","new balances are extremely comfortable, but my line of work or activity, requires a tougher shoe",adidas has a brand for smaller people. its really difficult to find a wide shoe,converse is in my mind a skater shoe,"reebok is cheaper version of nike, quality shoes, but not enough vareity",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,4,1,4,5,5,360.0,5.0,6.0,11.0,5.0,,27.0,26.0,20.0,2.0,5.0,5.0,2.0,,28.0,29.0,29.0,0.0,1.0,1.0,1.0,0.0,0.0,,21.0,27.0,52.0,,,,,2,4,3,2,1,0,0,0,1,0,0,1.0,1,1,1.0,3,2
1890,6518,1,FINISHED,04.10.2022 - 22:47,04.10.2022 - 22:51,257,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",,,j2gWXOaj9WngagLFCbDynQ**,205045503.0,26,1,33,5,3,3,1,5,3,4,2,3,1,nike,on,adidas,fila,new balance,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,i think nike is also meant for very athletic indivudlas and people who are very strong and confident. ,I have never bought from new balance shoes i think their clothes are better. ,adidas is a brand that always tries to copy Nike,i think converse is great for all ages and has fashion forward trends. ,i think reebok is trash. ,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,2,4,3,3,2,4,120.0,40.0,28.0,,32.0,0.0,0.0,,0.0,64.0,0.0,,36.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,35.0,,65.0,,,,,1,5,7,4,1,0,0,1,0,0,0,1.0,1,1,1.0,3,2
1892,6520,1,FINISHED,04.10.2022 - 22:48,04.10.2022 - 22:59,673,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15",,,j2gWXOaj9WnSgENeF7V5Ow**,256042081.0,19,2,31,5,3,3,3,4,3,5,3,2,2,Nike,Adidas,Under Armour,Crocs,,1,1,0,1,1,1,1,1,0,0,0,1,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,,0.0,0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,,,,0.0,1.0,From what I experienced Nike has offered me some sneakers that provide good support and comfort for everyday walking for long hours.,,Adidas is a good brand for all around sneakers.,"I've only ever worn one pair, and it was about average.",I don't remember much about this brand.,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,5,1,1,1,5,120.0,,,,50.0,,,,50.0,,,,50.0,,,,50.0,0.0,1.0,0.0,1.0,0.0,0.0,,50.0,,50.0,,,,,3,1,3,1,1,0,0,1,0,0,0,1.0,1,1,1.0,3,2
1894,6523,1,FINISHED,04.10.2022 - 22:49,04.10.2022 - 22:54,292,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",,,j2gWXOaj9Wm6QyB6gHbNFQ**,269105087.0,21,1,10,4,4,5,5,5,4,6,4,5,1,nike,jordan,converse,adddias,vans,1,1,0,0,0,1,1,1,0,0,1,0,0,1.0,1.0,,,,1.0,0.0,1.0,,,0.0,,0,1.0,1.0,,,,0.0,0.0,0.0,,,0.0,,1.0,its loveable,,loveable n stuff like that,its nice and stuff like that,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,5,5,5,4,5,4,5,40.0,4.0,36.0,8.0,10.0,8.0,17.0,3.0,14.0,9.0,15.0,12.0,26.0,5.0,10.0,3.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,,56.0,44.0,,,,,,1,2,7,7,1,0,0,0,0,1,0,1.0,1,1,,3,2
1896,6526,1,FINISHED,04.10.2022 - 22:52,04.10.2022 - 23:04,738,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",,,j2gWXOaj9Wm6fgfSgcIHzw**,269724291.0,33,4,5,4,5,2,4,2,5,6,2,3,1,vans,nike,adidas,converse,toms,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,Nike is more so for show than comfort.,"Secure, arch support, comfortable for wearing for long periods with walking/running involved",Adidas was the most comfortable cleat I had for soccer.,Converse makes me instantly think of punk bands.,"Classic, throwback style, retro vibe, comfortable and secure.",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5,5,3,3,1,5,1,4,120.0,4.0,40.0,3.0,2.0,,40.0,,11.0,0.0,0.0,0.0,0.0,,100.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,15.0,65.0,,12.0,8.0,0.0,0.0,1.0,2,1,2,3,1,0,0,0,0,0,1,1.0,0,1,1.0,3,2
1897,6527,1,FINISHED,04.10.2022 - 22:52,04.10.2022 - 23:00,467,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",,,j2gWXOaj9WkemCBH-C0s_Q**,257500999.0,26,1,14,5,5,4,4,4,4,6,4,4,1,NIKE,VANS,,,,1,1,1,0,1,1,1,1,0,0,1,1,0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,0.0,0.0,0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,,,0.0,0.0,1.0,A very loved brand with many different styles.,New Balance have very unique colors which i enjoy.,Adidas have nice fashionable shoes. Their brand stands out and makes a statement.,Very edgy brand that everyone enjoys.,Reeboks are classics and everybody loves reeboks.,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5,5,3,3,5,3,5,60.0,7.0,36.0,25.0,0.0,0.0,22.0,0.0,10.0,18.0,20.0,14.0,0.0,0.0,32.0,0.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,41.0,44.0,15.0,,,1.0,1.0,0.0,1,3,2,1,1,0,0,0,1,0,0,1.0,0,1,1.0,3,2
1904,6534,1,FINISHED,04.10.2022 - 22:59,04.10.2022 - 23:08,514,"Mozilla/5.0 (X11; CrOS x86_64 14909.132.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",,,j2gWXOaj9WlZTv_tN_aDXw**,246694492.0,20,3,26,4,5,4,3,4,4,4,3,3,2,Nike,Adidas,,,,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,6.0,"A pretty athletic brand, more known for just the sleek black look",Don't know a whole lot about it to fully describe them,Pretty similar to Nike and a large competitor. Also known for pretty sleek work out shoes,"Nice looking shoes that aren't too crazy but look good. However, can get a variety of colors and types",Don't know a whole lot about reebok to fully describe them,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,5,1,3,2,5,1,3,120.0,30.0,25.0,,3.0,,35.0,,7.0,30.0,25.0,,2.0,,35.0,,8.0,1.0,0.0,1.0,0.0,0.0,0.0,80.0,,20.0,,,1.0,0.0,0.0,2,1,2,4,1,0,0,0,1,0,0,1.0,0,1,,3,2
1905,6535,1,FINISHED,04.10.2022 - 23:00,04.10.2022 - 23:05,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",,,j2gWXOaj9WkvC7uL4IgjzQ**,263025081.0,18,1,5,4,3,1,3,2,4,3,4,2,2,converse,,,,,1,1,0,1,1,1,1,1,0,0,0,0,0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,,,,0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,,,,6.0,it has a check mark,,not sure,comfy and cute shoes,not sure,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5,5,4,4,5,3,4,300.0,8.0,30.0,14.0,7.0,9.0,22.0,2.0,8.0,3.0,21.0,11.0,4.0,9.0,33.0,6.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,15.0,46.0,,,0.0,1.0,0.0,2,3,2,8,1,0,0,0,0,0,1,1.0,1,1,1.0,3,2
1912,6542,1,FINISHED,04.10.2022 - 23:07,04.10.2022 - 23:15,445,Mozilla/5.0 (X11; Linux x86_64; rv:81.0) Gecko/20100101 Firefox/81.0,,,j2gWXOaj9WlaTswkwsrm3g**,268465450.0,32,2,38,5,4,2,5,3,1,5,4,4,2,Nike,Adidas,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,,,,,,,,,,0.0,0,1.0,1.0,,,,,,,,,,0.0,1.0,It's my favorite brand of sports shoes because it guarantees customers the best possible quality at the best price,,A company with high quality products,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,4,4,1,5,6.0,4.0,32.0,25.0,12.0,5.0,8.0,,14.0,10.0,32.0,25.0,10.0,5.0,8.0,,10.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0,,28.0,34.0,21.0,0.0,1.0,0.0,1,1,7,5,1,0,0,0,0,0,1,1.0,1,1,1.0,3,2
1913,6543,1,FINISHED,04.10.2022 - 23:08,04.10.2022 - 23:21,797,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",,,j2gWXOaj9Wmq95umJALtug**,269726480.0,29,1,5,5,3,3,4,3,5,6,3,3,2,Nike,Adidas,Reebok,Vans,Converse,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,Nike has a lot of styles. Whether for looks or comfort you can always find a good shoe.,"I've never owned New Balance sneakers, but they look comfy!",I like the comfort in Adidas. Every Adidas shoe I've purchased has been for sport wear.,"Converse are old school, yet never out of style. They aren't the most comfortable, but I love them!",Love the look and comfort of Reeboks.,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,5,5,3,1,5,1,4,180.0,4.0,49.0,22.0,1.0,,17.0,,7.0,3.0,37.0,27.0,1.0,,32.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,2,3,3,2,1,0,0,0,0,0,1,1.0,0,1,1.0,3,2
1916,6547,1,FINISHED,04.10.2022 - 23:16,04.10.2022 - 23:30,851,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0,,,j2gWXOaj9Wk_Zyc7VvrKDw**,254675918.0,34,2,48,5,5,5,3,5,4,6,5,5,2,adidas,,,,,1,0,1,0,0,1,0,0,0,0,1,1,0,1.0,,0.0,,,1.0,,,,,0.0,1.0,0,1.0,,0.0,,,0.0,,,,,0.0,0.0,1.0,amazing,amazing,,amazing,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,5,3,1,2,2,5,3.0,28.0,6.0,39.0,5.0,,,,22.0,20.0,23.0,31.0,8.0,,,,18.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,13.0,23.0,18.0,39.0,1.0,1.0,0.0,1,1,7,6,1,0,0,0,0,0,1,1.0,0,1,1.0,3,2
1918,6551,1,FINISHED,04.10.2022 - 23:19,04.10.2022 - 23:51,1950,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 Edg/105.0.1343.53",,,j2gWXOaj9Wm9FtadWd9ptw**,269262585.0,25,1,48,5,2,2,1,3,3,4,4,3,2,Adidas,Nike,Champion,Jordan,Sketchers,1,1,0,1,1,0,1,1,0,0,0,1,0,1.0,1.0,,0.0,0.0,,1.0,0.0,,,,1.0,0,0.0,1.0,,0.0,0.0,,1.0,0.0,,,,1.0,7.0,Best shoes that look nice so popular,,I like their purple shoes with the white stripes it's so nice.,,Good shoes with stripes and with Reebok logo on the shoes.,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,3,3,3,3,4,4,1,5,60.0,9.0,27.0,1.0,2.0,16.0,20.0,,25.0,4.0,10.0,11.0,5.0,20.0,20.0,,30.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,2,5,3,3,1,0,0,0,0,0,1,1.0,0,1,1.0,3,2
